Coluna;Mês Admissão
Município;Não admitido ano;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Total
110001;754;26;29;62;61;41;28;54;43;34;24;13;16;1185
110002;3455;218;184;322;307;207;281;195;225;192;130;212;70;5998
110003;212;1;5;3;2;3;0;3;0;0;13;1;0;243
110004;3726;199;240;232;273;428;275;183;251;243;177;156;86;6469
110005;602;15;12;28;4;18;43;30;19;17;28;17;3;836
110006;757;44;156;123;49;40;46;11;20;16;13;10;4;1289
110007;258;14;11;24;16;11;8;3;12;8;12;1;0;378
110008;195;5;3;1;4;1;9;1;3;7;2;7;2;240
110009;718;16;48;47;30;70;37;32;27;63;27;20;19;1154
110010;1345;47;49;65;39;72;72;85;55;34;34;40;25;1962
110011;2359;138;95;149;123;138;133;120;138;142;85;136;34;3790
110012;8177;470;610;800;564;704;574;779;654;478;385;329;257;14781
110013;383;3;9;9;8;2;9;4;28;24;14;14;2;509
110014;326;18;77;9;27;19;26;12;4;0;0;7;0;525
110015;1704;62;97;89;165;93;67;64;87;66;102;122;50;2768
110018;2598;133;144;149;254;169;159;93;129;93;132;103;38;4194
110020;76056;1750;1649;1790;1613;1932;1757;1327;1975;1433;1200;1055;903;94440
110025;615;20;26;33;40;31;26;57;36;19;33;36;15;987
110026;53;13;11;5;15;21;7;1;13;1;0;0;6;146
110028;1529;130;103;97;99;114;66;102;279;69;35;31;37;2691
110029;221;12;8;5;9;11;15;5;11;3;25;8;7;340
110030;4357;349;274;367;338;347;269;316;309;280;162;131;113;7612
110032;264;9;9;5;4;7;2;3;3;5;2;2;3;318
110033;170;0;0;0;0;1;5;6;1;0;0;2;0;185
110034;305;6;6;27;23;3;16;12;7;10;14;4;2;435
110040;33;3;0;0;0;3;3;0;0;1;2;0;1;46
110050;110;0;0;0;0;0;0;1;0;0;1;0;0;112
110060;7;1;0;0;9;2;0;0;2;0;0;0;0;21
110070;59;2;7;11;13;14;13;11;10;0;0;19;4;163
110080;362;28;22;129;14;9;18;7;2;8;6;10;4;619
110090;89;0;2;4;0;3;2;21;2;2;2;3;0;130
110100;7;1;2;1;0;82;32;15;2;2;2;0;0;146
110110;233;6;14;12;8;16;5;5;11;10;4;5;4;333
110120;22;0;4;2;2;2;2;3;1;3;0;0;0;41
110130;49;0;6;5;14;5;1;2;9;2;1;2;1;97
110140;118;3;5;4;3;3;2;5;2;3;4;8;1;161
110150;75;1;4;0;0;2;0;0;0;0;0;0;0;82
110160;106;3;5;58;9;7;7;3;9;4;0;1;0;212
110170;186;4;17;3;18;6;28;7;10;2;2;0;2;285
110180;140;12;16;4;6;25;8;18;8;7;0;8;2;254
119999;17;10;1;1;0;0;1;0;2;0;1;12;1;46
120001;76;0;2;2;8;1;12;9;0;2;1;0;0;113
120005;7;0;0;0;0;0;0;0;0;0;0;0;0;7
120010;405;10;7;1;2;4;7;0;5;4;2;0;1;448
120013;195;12;4;4;5;18;26;8;6;10;3;5;8;304
120017;15;0;0;0;0;0;0;1;0;0;0;0;0;16
120020;1674;33;25;53;40;41;31;43;25;20;29;33;24;2071
120025;105;23;3;4;2;1;0;0;0;0;0;0;1;139
120030;252;3;2;0;0;0;0;0;0;0;0;0;0;257
120033;16;0;0;0;0;2;0;0;0;0;1;1;0;20
120034;73;2;0;0;0;0;2;2;0;0;0;0;0;79
120035;61;0;0;3;9;10;8;1;0;0;0;0;0;92
120038;314;0;1;0;1;1;11;4;1;1;0;0;0;334
120039;63;3;2;3;7;9;1;3;15;3;0;0;19;128
120040;44716;718;609;664;577;625;779;887;778;698;708;465;337;52561
120042;56;0;6;1;0;0;1;1;1;2;0;0;0;68
120043;42;0;1;0;3;2;1;1;0;0;0;1;0;51
120045;322;3;19;5;3;23;2;6;8;3;4;2;5;405
120050;424;5;2;4;0;0;0;0;1;0;1;0;0;437
120060;244;12;1;5;4;1;2;9;5;0;3;2;0;288
120070;508;1;3;0;1;0;0;3;5;4;0;1;1;527
120080;50;7;5;1;1;2;2;0;0;1;2;2;0;73
130002;10;0;0;0;0;0;0;0;0;0;0;0;0;10
130006;11;0;0;0;0;0;0;0;0;0;0;0;0;11
130008;9;0;0;0;0;0;0;0;0;0;0;1;0;10
130010;42;0;2;1;0;2;3;0;4;2;2;1;0;59
130014;9;0;0;0;1;0;0;0;0;0;0;0;0;10
130020;22;1;0;0;0;0;0;0;0;0;0;0;0;23
130030;113;3;0;0;6;5;0;4;0;2;1;1;0;135
130040;272;6;7;33;0;5;4;0;0;3;4;4;0;338
130050;15;0;0;0;0;0;0;0;0;0;0;0;0;15
130060;193;1;1;1;0;0;0;1;0;0;0;0;0;197
130063;12;0;0;0;0;0;1;0;1;0;0;0;0;14
130068;96;0;0;0;0;0;0;1;0;0;0;0;0;97
130070;276;2;0;0;0;0;0;0;0;1;0;4;0;283
130080;190;3;1;4;1;2;0;1;1;1;3;2;1;210
130083;6;0;0;0;0;0;0;0;0;0;0;0;0;6
130090;10;0;0;0;0;0;0;0;0;0;0;0;0;10
130100;71;0;0;0;1;0;0;0;0;2;1;0;0;75
130110;214;10;4;1;3;1;4;4;1;2;1;0;1;246
