Coluna;Mês Desligamento
Município;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;{ñ class};Total
110001;83;85;93;77;58;66;64;88;62;68;107;131;2715;3697
110002;687;738;891;762;798;452;540;538;649;733;699;787;17534;25808
110003;17;16;28;22;23;41;18;15;9;31;15;63;675;973
110004;885;908;987;771;720;570;714;708;811;833;807;782;17526;27022
110005;70;74;96;108;71;57;66;62;62;75;76;86;2372;3275
110006;93;86;90;80;48;51;35;60;64;97;82;79;2387;3252
110007;46;80;100;69;38;42;58;50;43;34;52;50;1391;2053
110008;24;25;25;45;14;15;20;20;18;11;14;109;895;1235
110009;272;184;211;162;153;132;209;199;189;202;225;227;5070;7435
110010;105;101;95;105;93;88;61;73;82;87;109;170;3704;4873
110011;403;537;435;292;339;292;368;322;295;351;313;385;10230;14562
110012;1249;1448;1413;1253;1177;1181;1118;1155;1110;1064;1302;1091;27988;42549
110013;129;106;273;100;88;89;81;77;120;108;138;205;3250;4764
110014;81;54;61;56;48;35;55;47;36;56;56;93;1607;2285
110015;212;212;235;229;288;211;173;176;165;235;167;284;5896;8483
110018;349;378;520;470;403;294;348;387;377;411;393;327;9881;14538
110020;3723;4299;4900;3526;3107;2817;3206;3450;3450;3257;3464;3922;156350;199471
110025;101;94;123;104;113;124;116;96;90;88;78;127;2606;3860
110026;30;10;33;37;21;24;35;30;26;30;38;16;483;813
110028;429;513;495;517;329;437;396;415;679;471;569;400;11488;17138
110029;11;18;29;21;20;17;14;17;20;14;16;55;870;1122
110030;886;1004;1062;886;898;780;821;867;850;1054;1017;1004;22304;33433
110032;89;111;110;86;87;73;72;89;78;153;98;176;3288;4510
110033;52;60;39;39;48;52;44;50;31;56;49;155;1894;2569
110034;128;18;38;25;37;35;26;37;26;30;31;113;1280;1824
110037;21;45;31;12;11;21;21;18;12;22;19;51;1028;1312
110040;61;42;57;76;48;32;40;49;61;49;68;115;1306;2004
110045;127;125;238;137;90;79;137;112;99;133;113;231;3343;4964
110050;39;26;27;21;24;18;21;30;24;15;27;86;773;1131
110060;21;38;11;11;6;7;18;21;6;12;9;39;551;750
110070;28;30;25;51;22;22;20;18;20;21;36;47;903;1243
110080;208;87;91;80;53;63;53;90;63;55;83;136;2219;3281
110090;8;33;10;13;10;8;5;7;5;9;9;9;184;310
110092;80;111;154;110;104;108;148;162;144;111;133;83;2800;4248
110094;49;64;74;46;32;27;32;33;38;45;65;167;1325;1997
110100;14;14;18;12;16;11;5;10;5;11;11;52;560;739
110110;44;41;43;39;38;24;43;45;35;27;53;51;1176;1659
110120;23;40;28;12;13;17;21;26;20;24;15;37;886;1162
110130;35;36;31;52;22;30;31;44;27;22;34;108;1220;1692
110140;34;45;45;41;26;45;34;28;33;40;43;88;1301;1803
110143;10;8;27;11;7;9;6;7;12;4;12;39;459;611
110145;25;17;27;32;26;15;17;27;24;24;23;66;630;953
110146;35;45;36;52;38;41;31;32;39;44;45;40;676;1154
110147;1;4;2;2;4;5;3;0;9;6;2;5;380;423
110148;15;23;18;18;9;10;15;11;4;9;21;30;571;754
110149;55;41;61;45;49;43;44;53;50;65;58;189;1474;2227
110150;68;32;46;43;30;22;27;30;23;43;50;38;1229;1681
110155;4;6;9;12;10;18;8;3;6;12;15;38;455;596
110160;25;42;38;24;17;13;26;52;19;25;26;100;810;1217
110170;26;41;53;29;35;32;31;39;20;33;40;66;1374;1819
110175;12;18;24;12;22;13;19;22;14;8;18;80;710;972
110180;19;19;17;8;4;6;14;14;9;11;7;19;763;910
120001;20;29;26;24;13;10;19;20;18;29;28;24;901;1161
120005;11;9;7;13;14;6;4;9;7;6;23;50;381;540
120010;78;61;47;64;63;55;64;59;57;65;35;171;2366;3185
120013;37;31;37;37;25;28;35;76;34;28;46;86;1233;1733
120017;6;18;10;15;8;8;17;20;9;19;25;50;635;840
120020;992;206;249;276;191;209;159;225;272;275;372;643;9181;13250
120025;28;61;87;64;44;20;28;46;32;42;87;56;1563;2158
120030;12;17;65;20;18;12;15;106;13;19;13;174;1767;2251
120032;8;4;13;7;3;2;3;10;3;5;1;133;506;698
120033;39;8;14;17;14;13;12;22;9;18;14;24;900;1104
120034;1;3;1;9;6;6;2;5;19;29;41;66;451;639
120035;0;5;2;3;3;6;11;12;2;2;0;186;784;1016
120038;112;25;23;39;18;24;26;34;27;27;68;101;1767;2291
120039;6;1;4;3;1;0;2;3;1;2;24;126;675;848
120040;2854;2896;2842;2248;1857;1874;1834;1915;1905;1951;2142;2669;100047;127034
120042;4;3;12;5;2;1;1;26;3;2;3;5;707;774
120043;0;0;0;0;0;2;1;0;0;0;4;0;261;268
120045;52;55;78;88;92;60;59;61;41;50;146;103;2099;2984
120050;60;61;62;52;45;41;50;48;47;82;47;173;2652;3420
120060;23;31;46;33;36;43;21;31;27;19;44;73;1993;2420
120070;15;16;25;28;11;21;21;70;19;30;23;24;926;1229
120080;51;18;28;17;18;19;15;31;17;18;18;104;1061;1415
130002;7;1;6;6;7;6;4;17;16;189;58;230;542;1089
130006;13;11;4;6;3;12;5;5;2;1;71;162;433;728
130008;6;2;2;1;1;1;1;1;0;0;1;217;359;592
130010;9;7;2;3;2;5;8;6;4;2;1;421;389;859
130014;15;21;21;10;13;19;14;18;33;9;18;181;769;1141
130020;184;6;28;12;12;22;10;40;9;5;0;1200;216;1744
130030;28;22;33;21;30;20;40;59;19;18;12;1536;1333;3171
130040;12;16;18;20;7;6;12;28;5;16;27;467;1088;1722
130050;110;3;14;9;15;5;16;38;5;23;8;1797;660;2703
130060;7;14;53;15;16;7;7;28;7;7;14;57;2472;2704
130063;1;0;4;1;0;0;0;4;0;1;2;1;47;61
130068;0;10;11;12;1;7;3;29;11;2;4;11;1428;1529
130070;19;24;55;36;69;30;39;90;34;30;56;51;2658;3191
130080;18;12;7;9;14;5;33;36;6;8;10;136;2657;2951
130083;4;6;7;84;16;6;3;13;3;8;119;119;959;1347
130090;0;0;3;1;2;1;3;2;6;3;4;21;555;601
130100;3;5;7;8;5;3;1;9;4;1;5;2;1596;1649
130110;17;59;13;17;12;9;13;38;16;127;29;493;1258;2101
130115;7;20;10;9;3;15;3;10;3;9;15;219;966;1289
130120;79;61;119;2180;79;64;30;128;52;83;42;2537;6703;12157
130130;2;2;22;4;9;11;2;6;4;5;0;674;622;1363
130140;3;4;3;10;3;4;1;4;1;6;27;3;1562;1631
130150;13;9;7;20;13;16;5;10;9;3;18;534;599;1256
130160;5;9;5;2;2;4;5;4;0;3;2;627;1477;2145
130165;1;5;3;0;0;2;1;10;1;2;0;0;667;692
130170;206;142;134;96;106;63;64;74;96;103;135;784;2958;4961
130180;0;0;0;4;1;0;0;2;2;5;0;3;362;379
130185;82;81;115;129;103;76;161;131;110;140;94;1328;4095;6645
130190;229;211;277;295;199;266;259;199;180;225;474;1252;8510;12576
130195;0;4;3;0;1;7;2;1;2;0;4;401;485;910
130200;3;0;8;13;2;2;11;10;2;2;2;566;248;869
130210;0;3;1;1;1;1;0;1;5;1;3;9;33;59
130220;1;3;2;2;4;1;1;2;6;3;2;15;1017;1059
130230;1;1;1;1;3;1;1;4;1;2;2;2;763;783
130240;27;21;51;36;25;26;30;39;19;16;17;21;2139;2467
130250;127;244;167;370;197;110;178;110;129;164;124;3231;3627;8778
130255;9;6;8;3;7;2;3;17;8;14;6;249;906;1238
130260;13942;14602;19094;16597;14430;13844;13938;12440;14758;14183;14860;20421;499937;683046
130270;18;28;48;26;15;10;35;21;27;26;62;236;1516;2068
130280;6;1;1;2;1;2;2;11;5;8;3;349;461;852
130290;45;26;46;48;48;40;21;42;29;47;51;293;3077;3813
130300;2;12;256;10;7;13;19;30;12;259;140;229;874;1863
130310;84;62;25;13;6;10;12;46;6;11;12;987;1332;2606
130320;20;17;30;13;24;29;8;3;5;10;6;410;1086;1661
130330;4;113;24;7;5;4;5;12;7;11;6;326;709;1233
130340;379;129;114;232;98;85;77;134;70;96;178;3211;4141;8944
130350;30;0;11;3;2;2;4;3;2;1;12;245;744;1059
130353;117;118;107;226;82;105;117;111;54;58;50;777;5057;6979
130356;26;26;28;52;29;23;23;44;31;35;32;344;1660;2353
130360;19;13;7;15;10;13;4;10;19;2;270;435;236;1053
130370;0;2;1;3;2;2;2;2;1;5;3;13;379;415
130380;55;36;45;26;27;31;61;39;31;24;14;503;1728;2620
130390;14;38;23;8;17;16;39;46;12;16;38;1732;1044;3043
130395;44;8;6;7;0;9;15;14;3;9;17;34;590;756
130400;16;7;10;3;7;5;10;16;2;2;5;325;299;707
130406;50;83;70;53;56;54;140;81;29;38;46;453;3932;5085
130410;4;9;171;9;47;13;491;54;20;8;336;316;1361;2839
130420;78;80;113;128;72;66;86;91;60;51;74;3238;2888;7025
130423;0;0;0;1;0;0;0;0;0;1;1;4;26;33
130426;12;22;64;143;205;13;9;27;10;13;48;1158;326;2050
130430;14;1;48;5;10;17;7;8;9;16;2;16;1224;1377
130440;3;3;8;8;4;5;2;35;7;5;22;940;430;1472
140002;7;6;17;10;10;5;4;8;10;7;108;30;520;742
140005;15;22;16;5;25;12;18;11;12;4;12;214;791;1157
140010;2235;2199;2244;2415;1878;2020;1777;2033;1900;2289;2738;2564;90998;117290
140015;36;30;43;42;17;41;22;37;16;39;20;220;1032;1595
140017;18;60;23;24;12;12;15;27;17;40;24;25;1541;1838
140020;26;19;23;31;20;13;9;19;20;34;32;154;1408;1808
140023;12;11;11;6;14;10;5;15;11;11;26;112;524;768
140028;14;36;21;5;13;8;4;19;3;4;2;540;254;923
140030;24;20;30;79;29;35;18;39;15;12;25;421;789;1536
140040;3;3;21;15;2;1;11;6;2;6;9;293;341;713
140045;26;23;46;45;32;22;27;40;19;37;35;570;583;1505
140047;100;54;200;56;35;41;57;74;28;44;291;619;1841;3440
140050;11;13;12;18;12;11;20;21;16;27;59;137;926;1283
140060;3;4;5;5;2;1;5;1;3;5;1;2;126;163
140070;16;11;10;9;15;18;16;22;3;4;73;406;100;703
150010;176;307;199;165;204;846;127;171;151;169;266;1918;9744;14443
150013;7;16;18;11;11;14;17;18;17;20;16;159;591;915
150020;46;45;44;54;32;32;42;51;29;46;73;37;5256;5787
150030;10;12;9;3;49;8;16;5;8;27;18;688;1725;2578
150034;98;84;68;127;65;67;82;115;95;94;294;468;1906;3563
150040;31;94;152;52;63;16;13;17;24;9;17;501;2406;3395
150050;74;105;86;331;150;100;63;48;71;50;278;576;3589;5521
150060;624;926;1251;870;662;559;538;530;492;446;472;2598;13845;23813
150070;5;9;14;2;4;4;9;7;0;3;3;875;1125;2060
150080;1585;1972;2108;1940;1603;1883;1692;2414;2443;1925;1849;2144;69403;92961
150085;42;34;36;33;29;28;49;42;39;43;35;587;1430;2427
150090;541;65;43;17;12;11;23;36;13;6;29;1169;1462;3427
150095;8;21;27;12;15;21;21;40;22;15;15;668;1229;2114
150100;16;8;14;127;10;9;5;16;11;9;15;261;653;1154
150110;2;2;1;0;2;1;1;1;3;1;0;1;757;772
150120;2;10;13;18;13;10;8;26;6;9;35;446;1523;2119
150125;33;26;25;23;26;27;31;35;31;39;27;253;477;1053
150130;1246;1168;994;877;785;777;669;651;757;847;934;2965;27151;39821
150140;8202;9470;10969;10468;8484;7908;7542;8630;8726;10125;9926;12322;398726;511498
150145;25;16;39;28;15;17;45;58;28;15;31;201;1466;1984
150150;353;300;274;315;233;346;310;407;237;337;303;2061;9387;14863
150157;18;12;41;42;15;26;22;31;25;17;10;391;943;1593
150160;51;174;44;52;12;9;19;21;17;28;83;69;2019;2598
150170;463;194;105;111;78;96;67;77;89;86;74;1377;6703;9520
150172;17;29;35;29;33;23;30;41;18;57;101;407;1094;1914
150175;4;11;7;5;6;3;0;10;13;1;7;99;617;783
150178;78;60;59;64;65;65;69;71;97;53;58;116;3748;4603
150180;325;851;295;70;74;61;511;61;124;54;80;1658;5063;9227
150190;19;14;17;13;16;369;19;10;7;15;9;510;941;1959
150195;15;13;65;9;2;221;2;10;8;5;13;433;692;1488
150200;34;6;6;10;13;184;12;11;2;6;8;291;994;1577
150210;36;31;48;18;48;44;28;25;23;40;27;131;5863;6362
150215;380;544;542;518;464;485;557;529;640;750;713;1145;18585;25852
150220;151;145;212;201;174;139;197;188;152;103;132;415;8110;10319
150230;60;48;77;59;44;50;48;79;51;67;49;2315;2714;5661
150240;1453;774;909;1188;900;953;938;982;905;949;1105;3684;31552;46292
150250;8;37;71;16;5;15;15;33;3;21;2;667;968;1861
150260;3;1;0;1;1;2;2;2;0;2;0;24;624;662
150270;76;171;151;97;117;68;58;100;78;59;60;728;3374;5137
150275;49;12;64;45;24;22;20;30;23;47;29;14;1717;2096
150276;74;91;106;66;77;85;87;86;115;92;84;317;1527;2807
150277;130;181;117;101;87;154;84;100;127;104;121;958;1996;4260
150280;19;12;7;6;4;11;18;8;6;31;53;596;1246;2017
150285;4;5;66;42;31;2;4;20;3;2;76;103;789;1147
150290;16;17;40;25;33;12;12;14;19;26;24;664;1499;2401
150293;160;99;127;103;152;188;153;267;107;123;726;659;3926;6790
150295;62;93;77;49;35;47;65;86;59;84;149;431;2527;3764
150300;2;3;0;4;0;0;1;1;1;1;32;8;533;586
150304;24;42;45;37;34;265;34;39;21;38;97;360;1136;2172
150307;6;23;10;0;2;4;4;4;3;1;764;429;1193;2443
150309;163;86;160;39;49;39;67;129;45;50;39;46;3008;3920
150310;72;5;9;1;3;9;16;10;5;3;2;1036;1553;2724
150320;42;44;46;49;79;36;36;34;28;26;19;338;2187;2964
150330;110;46;235;28;27;28;37;27;41;44;54;498;3116;4291
150340;157;11;26;38;26;15;15;26;25;36;64;41;1002;1482
150345;48;63;74;44;48;35;38;79;43;86;96;1726;2730;5110
150350;20;12;11;21;21;11;15;7;26;19;9;436;1322;1930
150360;302;286;330;336;284;342;352;478;420;483;434;1147;12916;18110
150370;84;64;79;65;49;34;70;59;68;76;85;732;2706;4171
150375;31;18;27;33;17;27;31;28;22;23;35;978;652;1922
150380;57;61;80;70;53;61;65;78;66;61;69;590;3689;5000
150390;117;109;211;62;104;64;108;99;67;62;157;1274;4381;6815
150400;11;12;31;226;20;8;7;10;2;0;17;562;1027;1933
150405;36;40;44;48;32;27;42;58;34;39;42;772;2041;3255
150410;1;1;1;1;1;2;4;4;1;0;165;223;184;588
150420;1622;1840;2362;1724;1254;1264;1447;1706;1780;1766;1768;4005;50596;73134
150430;1;1;8;8;2;3;2;7;9;8;5;327;1541;1922
150440;4;15;11;72;14;18;18;16;11;6;14;690;972;1861
150442;459;574;706;398;337;359;404;469;488;456;521;6909;11781;23861
150445;31;32;34;39;35;22;26;38;50;41;277;340;1268;2233
150450;7;2;0;1;2;1;1;3;3;0;53;493;941;1507
150460;14;7;15;95;19;8;28;20;11;11;9;527;1617;2381
150470;212;160;199;144;138;195;160;225;186;190;218;1200;8569;11796
150475;10;12;16;6;6;6;5;19;7;6;5;620;643;1361
150480;156;51;50;136;127;31;58;40;20;31;29;55;3049;3833
150490;1;11;4;129;10;3;15;6;5;3;1;343;1044;1575
150495;15;17;13;7;6;23;6;6;4;1;36;570;812;1516
150497;14;14;17;72;59;18;21;43;15;20;39;311;783;1426
150500;39;8;6;6;10;1;10;10;6;14;11;18;951;1090
150503;162;340;189;207;137;153;196;208;199;186;173;937;3878;6965
150506;118;71;108;84;92;69;101;92;71;86;311;431;4157;5791
150510;113;108;98;105;81;42;38;93;202;48;46;947;2976;4897
150520;13;2;238;38;3;7;11;9;2;2;185;388;1065;1963
150530;58;119;119;82;50;137;123;116;111;106;258;573;6193;8045
150540;11;8;4;221;2;8;9;4;6;4;3;6;783;1069
150543;119;129;159;160;83;92;81;93;147;421;488;467;3436;5875
150548;268;47;65;30;39;40;77;104;104;93;107;890;3968;5832
150549;8;12;9;14;9;8;3;12;3;10;4;6;482;580
150550;617;687;703;723;659;564;625;660;547;589;622;1237;18321;26554
150553;2224;2158;2505;2142;1693;1987;3279;2198;2164;2417;2459;5259;59872;90357
150555;30;33;38;27;36;37;25;39;29;28;25;313;612;1272
150560;0;1;0;7;2;94;7;3;1;2;0;189;296;602
150563;41;29;36;22;29;33;37;24;43;33;25;401;1173;1926
150565;10;8;16;13;18;13;8;22;8;8;5;15;1169;1313
150570;11;48;4;7;1;3;3;45;7;4;7;592;980;1712
150580;17;26;40;13;34;24;13;27;15;38;23;993;2851;4114
150590;12;18;27;9;8;14;6;14;6;5;4;775;1782;2680
150600;31;17;13;14;11;321;26;21;14;11;14;546;1210;2249
150610;59;11;18;9;24;13;25;14;12;6;65;304;589;1149
150611;12;4;7;2;2;33;3;8;3;2;2;5;576;659
150613;586;448;506;502;394;935;476;494;460;531;845;1657;13144;20978
150616;139;114;134;82;94;76;84;113;106;114;254;288;2712;4310
150618;71;92;76;87;91;105;55;56;105;116;72;97;2704;3727
150619;52;34;31;33;30;110;54;32;27;30;54;212;2160;2859
150620;105;76;121;76;97;65;79;102;90;113;83;889;3859;5755
150630;169;6;30;9;10;12;27;11;7;7;16;445;590;1339
150635;84;42;94;127;136;27;68;34;50;51;30;340;2176;3259
150640;4;1;1;3;6;3;3;0;2;1;29;35;302;390
150650;165;254;206;185;124;141;173;226;196;219;153;1386;8119;11547
150655;24;10;24;14;9;187;14;8;7;3;1;591;623;1515
150658;84;57;76;59;88;66;72;148;87;100;104;607;1610;3158
150660;34;33;47;47;38;36;24;13;30;19;23;529;1580;2453
150670;183;185;301;231;174;218;182;220;248;264;219;346;4514;7285
150680;921;952;1195;1230;1145;922;756;818;1206;1124;1099;1275;42701;55344
150690;4;1;0;0;1;0;2;2;1;0;2;581;247;841
150700;28;35;32;72;33;38;35;45;40;51;49;66;2453;2977
150710;4;7;11;15;8;5;50;19;9;31;94;130;675;1058
150715;22;61;25;25;23;13;28;48;55;18;32;69;1764;2183
150720;13;185;46;278;447;17;13;17;16;13;7;845;1285;3182
150730;210;180;260;241;207;232;245;201;215;243;266;445;5671;8616
150740;48;12;19;13;13;6;8;22;13;5;14;439;771;1383
150745;62;65;76;166;66;61;81;81;108;114;95;361;2905;4241
150746;1;3;6;2;0;0;1;3;2;0;2;2;342;364
150747;16;9;14;77;3;7;9;19;4;5;36;235;1086;1520
150750;12;11;16;6;5;18;8;11;8;22;12;192;687;1008
150760;97;96;116;106;133;90;124;177;151;107;88;1354;5101;7740
150770;9;7;18;12;6;12;8;17;4;2;181;470;882;1628
150775;47;29;45;29;21;25;33;42;44;31;22;24;1210;1602
150780;3;6;5;11;9;14;8;11;12;7;55;206;552;899
150790;9;11;13;10;14;14;10;20;5;9;3;37;1318;1473
150795;553;337;344;395;260;244;193;225;284;298;220;1064;11045;15462
150796;16;13;14;16;9;23;6;12;3;28;190;237;366;933
150797;37;20;39;18;15;14;21;23;32;31;16;80;1305;1651
150800;202;378;296;216;154;170;203;178;154;226;190;2435;7706;12508
150803;28;97;28;26;24;37;37;60;7;9;7;987;559;1906
150805;13;21;14;21;13;69;25;34;18;26;17;80;952;1303
150808;144;144;205;638;287;158;161;431;134;149;149;969;4104;7673
150810;257;192;1076;581;411;331;206;243;197;262;393;447;11369;15965
150812;259;206;190;70;127;121;215;158;136;130;168;1119;3809;6708
150815;84;57;62;77;102;76;52;60;68;66;64;919;2261;3948
150820;21;24;25;40;23;31;35;29;58;71;33;325;2435;3150
150830;26;23;20;8;24;663;18;16;6;4;4;1192;1781;3785
150835;190;50;72;59;87;354;57;79;44;36;36;1405;1046;3515
150840;230;325;367;315;247;281;269;314;271;284;428;834;8575;12740
160005;0;1;2;0;1;0;0;1;1;0;1;6;58;71
160010;7;4;7;45;15;11;4;6;8;7;9;65;315;503
160015;48;28;44;36;25;23;35;30;30;49;63;42;1982;2435
160020;3;2;4;2;1;1;1;0;1;4;2;2;525;548
160021;0;4;5;4;4;3;5;2;1;0;1;9;438;476
160023;2;6;6;2;11;2;8;1;3;3;10;266;711;1031
160025;0;0;0;0;0;1;1;1;2;2;1;37;392;437
160027;28;23;67;29;33;22;17;24;16;30;44;325;1902;2560
160030;2213;3447;2367;1838;1834;1458;2041;2571;2327;1909;2192;2771;105625;132593
160040;17;249;12;7;13;6;18;11;29;12;10;15;394;793
160050;31;28;40;30;30;17;30;19;30;19;26;23;621;944
160053;76;31;103;72;41;19;32;21;27;45;37;91;1806;2401
160055;1;0;2;0;0;0;0;0;0;0;0;3;299;305
160060;184;198;252;142;160;122;183;239;208;195;184;249;8362;10678
160070;31;10;22;4;7;15;28;29;10;13;8;587;752;1516
160080;12;7;4;5;5;0;3;4;12;1;5;533;439;1030
170025;24;9;6;13;6;82;6;7;6;3;23;120;194;499
170030;40;27;23;22;43;20;24;38;41;56;40;106;1341;1821
170035;18;22;18;8;19;32;15;49;14;9;14;86;528;832
170040;12;9;10;41;11;10;5;4;8;4;6;7;246;373
170070;52;25;59;46;28;37;61;75;38;52;50;226;1409;2158
170100;20;21;53;29;35;19;14;19;23;20;25;104;831;1213
170105;3;2;6;5;0;2;8;5;3;8;5;140;197;384
170110;27;24;21;16;16;21;17;27;11;11;8;284;609;1092
170130;5;9;17;7;30;16;13;10;9;25;25;122;339;627
170190;6;9;4;24;3;21;28;21;18;10;16;92;617;869
170200;49;62;45;38;33;30;36;30;27;40;47;125;1205;1767
170210;1122;1093;1445;1501;1247;1610;1054;1056;1322;1106;1268;4839;30720;49383
170215;10;9;13;10;9;12;30;17;14;13;18;52;467;674
170220;75;40;56;57;46;48;29;36;37;23;187;432;1952;3018
170230;36;37;40;164;113;45;87;110;129;173;201;284;3428;4847
170240;38;72;166;50;18;15;15;22;13;16;71;138;762;1396
170255;38;39;33;36;42;41;25;31;26;54;19;234;1430;2048
170270;2;1;0;1;2;2;0;0;1;1;3;50;222;285
170290;12;13;15;47;3;3;5;13;4;7;60;100;618;900
170300;13;15;26;13;10;16;14;19;16;14;127;164;709;1156
170305;21;25;35;26;10;20;25;27;24;21;29;217;577;1057
170307;11;7;43;9;5;6;9;10;5;4;100;77;278;564
170310;5;14;12;14;11;70;9;7;7;4;7;95;520;775
170320;7;14;11;11;16;14;15;14;8;33;16;90;429;678
170330;7;8;33;18;10;12;7;7;4;2;6;110;262;486
170360;14;2;5;4;2;3;3;3;3;4;3;63;291;400
170370;10;18;25;36;18;11;6;10;8;14;38;69;678;941
170380;9;11;15;9;9;11;7;8;7;9;55;231;495;876
170382;0;5;9;4;0;2;2;0;1;1;1;108;172;305
170384;22;18;36;88;45;27;33;50;49;57;88;186;857;1556
170386;48;32;39;76;86;71;40;39;34;32;25;31;1168;1721
170388;6;3;5;3;0;7;9;10;4;2;5;142;266;462
170389;2;2;0;2;2;1;0;6;3;1;12;166;182;379
170390;35;37;36;50;19;18;23;32;55;77;23;185;681;1271
170410;9;5;5;2;13;8;2;3;8;2;1;42;230;330
170460;0;1;7;4;7;6;0;8;5;1;42;128;91;300
170510;14;10;10;19;9;6;5;11;8;6;59;75;344;576
170550;155;156;189;333;130;501;125;162;137;147;187;794;4200;7216
170555;4;5;9;4;3;1;4;8;1;3;25;84;286;437
170560;7;4;4;3;1;10;5;1;4;5;3;198;253;498
170600;12;6;9;17;20;14;27;24;13;12;11;202;407;774
170610;28;24;17;21;22;21;18;43;18;19;18;205;576;1030
170625;7;12;8;1;2;3;5;3;1;4;21;64;191;322
170650;16;34;35;36;11;17;28;33;22;27;18;141;730;1148
170700;51;57;58;85;63;31;32;41;75;69;185;140;2118;3005
170710;24;17;30;19;17;108;15;30;27;37;18;371;619;1332
170720;13;22;18;16;9;17;10;23;12;15;48;206;407;816
170730;30;24;14;15;15;22;19;16;17;44;34;114;598;962
170740;6;5;9;5;8;4;6;12;0;3;165;58;473;754
170755;13;23;29;37;9;9;8;8;11;7;77;110;344;685
170765;9;9;11;17;26;28;33;20;5;15;14;120;533;840
170770;13;5;6;32;5;7;5;5;11;11;27;45;564;736
170820;71;63;96;141;98;124;63;66;80;129;213;250;2344;3738
170825;6;6;10;14;10;9;19;8;7;19;33;140;655;936
170830;5;8;9;4;8;3;6;6;3;6;120;130;304;612
170900;16;12;22;9;10;14;13;13;17;24;32;240;648;1070
170930;127;103;158;99;107;87;68;80;66;64;66;436;2894;4355
170950;455;546;643;658;532;564;449;451;510;431;461;1350;14605;21655
170980;4;2;2;2;5;4;1;5;3;5;3;30;211;277
171050;9;5;10;3;7;4;5;27;7;3;10;170;368;628
171070;4;3;5;6;2;5;3;0;2;5;3;56;359;453
171090;18;1;7;3;2;8;7;9;2;5;10;124;247;443
171110;15;17;17;12;8;15;15;21;10;14;9;72;325;550
171150;6;3;3;5;12;11;1;6;5;7;14;22;334;429
171180;1;5;3;1;2;5;1;3;2;1;3;29;192;248
171190;72;76;123;176;174;110;66;56;76;104;173;205;1969;3380
171195;1;1;3;2;2;3;3;2;1;2;6;97;229;352
171200;57;10;24;22;22;14;19;17;21;16;18;399;388;1027
171215;2;1;30;6;0;4;1;5;2;1;1;97;92;242
171240;2;3;0;1;2;1;5;4;2;1;2;118;144;285
171245;11;2;4;8;3;7;6;2;0;11;90;31;250;425
171250;21;34;36;53;30;26;40;31;41;38;42;195;860;1447
171270;39;9;16;17;15;28;14;13;12;32;5;169;385;754
171280;3;4;4;0;4;3;1;5;2;3;6;87;250;372
171320;73;66;60;79;49;39;44;83;48;38;42;808;1591;3020
171330;49;43;80;43;59;37;32;42;58;39;34;353;1285;2154
171360;35;27;39;32;18;18;16;20;24;101;83;99;568;1080
171370;9;4;2;8;3;4;8;0;3;2;45;100;204;392
171380;2;6;7;4;5;4;5;8;6;4;80;52;298;481
171395;16;11;11;18;6;9;15;12;7;15;11;184;357;672
171420;19;12;31;30;23;24;27;17;18;19;27;186;835;1268
171430;3;2;9;2;2;6;9;1;8;3;80;37;245;407
171488;28;47;48;133;29;18;28;48;32;31;23;275;1275;2015
171500;5;6;11;3;4;11;9;3;14;23;26;91;300;506
171510;11;20;9;5;6;40;8;2;3;14;11;103;364;596
171515;0;2;9;1;0;4;4;6;1;2;2;86;110;227
171525;5;9;12;20;2;20;7;3;4;2;27;98;151;360
171550;1;3;13;4;4;20;2;3;2;1;34;43;156;286
171570;5;8;4;8;7;5;9;10;7;6;49;177;330;625
171575;25;24;32;95;20;25;32;26;24;23;14;262;708;1310
171610;1226;375;355;333;264;312;298;244;305;271;303;1411;8258;13955
171620;65;22;8;12;7;12;10;8;13;9;4;18;295;483
171630;11;9;5;36;5;13;12;8;7;16;39;99;360;620
171650;70;63;46;93;50;56;43;52;53;56;160;447;2126;3315
171660;22;41;26;64;33;34;43;55;44;22;34;205;1126;1749
171665;12;8;13;8;5;99;8;14;9;7;223;78;345;829
171670;15;15;27;23;9;113;10;26;14;12;53;166;669;1152
171700;5;4;2;9;4;3;2;9;1;4;17;54;280;394
171720;13;13;14;19;16;15;14;28;15;11;81;108;453;800
171750;24;32;32;46;31;29;23;23;49;23;37;405;724;1478
171780;3;8;6;5;4;7;7;19;7;6;5;8;344;429
171790;15;7;8;47;14;14;6;11;4;13;4;181;467;791
171800;5;1;6;8;3;4;3;11;5;4;47;91;202;390
171820;452;340;465;393;321;262;310;285;301;332;493;2158;8658;14770
171830;1;1;55;3;1;8;1;6;0;1;131;7;338;553
171840;6;11;3;3;2;5;2;7;5;6;7;116;289;462
171845;7;134;8;6;10;6;5;10;7;4;9;177;294;677
171850;9;4;28;9;9;3;6;5;2;6;22;112;222;437
171855;2;6;10;3;6;2;2;2;8;6;20;52;263;382
171865;5;4;0;2;8;7;2;8;2;5;1;2;55;101
171870;6;3;0;4;0;2;1;8;1;2;3;86;197;313
171875;3;54;6;9;5;4;13;13;9;7;12;91;282;508
171880;5;4;4;4;10;17;10;7;3;0;5;272;130;471
171884;11;14;17;15;16;15;8;15;14;13;19;172;362;691
171886;20;24;30;21;21;21;26;24;15;27;65;78;680;1052
