Coluna;Mês Desligamento
Município;Não desligado ano;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Total
110002;4080;128;111;171;152;199;177;199;210;222;250;258;230;6387
110003;209;0;0;0;0;3;1;1;2;0;0;0;1;217
110004;3869;128;162;174;130;167;151;157;193;173;186;176;246;5912
110005;555;5;12;8;3;45;15;8;11;18;13;23;20;736
110006;905;21;22;23;21;22;21;13;31;35;14;34;28;1190
110007;244;3;14;12;5;20;25;11;8;10;7;4;10;373
110008;381;7;5;8;4;3;4;8;6;1;4;7;12;450
110009;724;16;14;13;12;23;13;31;31;25;26;12;23;963
110010;1500;23;16;22;26;14;26;25;29;25;34;33;45;1818
110011;2633;83;76;86;96;89;87;146;179;98;127;149;135;3984
110012;8453;291;308;299;314;365;301;412;367;388;378;413;435;12724
110013;339;2;5;2;1;4;5;2;3;7;8;9;9;396
110014;195;0;2;0;1;1;0;0;0;1;2;1;1;204
110015;1904;69;100;63;59;72;83;73;81;75;162;61;75;2877
110018;2361;80;81;95;87;111;115;134;113;118;127;96;136;3654
110020;78591;890;945;1125;1054;1205;1233;1243;1233;1337;1277;1165;1780;93078
110025;703;27;59;11;12;19;20;14;23;9;13;30;19;959
110026;85;0;1;1;0;2;1;1;0;2;1;0;0;94
110028;1599;40;28;62;53;53;52;52;63;59;61;48;116;2286
110029;321;2;6;6;3;14;2;6;10;16;5;7;4;402
110030;3179;129;156;185;198;151;203;161;208;200;187;189;278;5424
110032;360;2;8;4;5;7;5;6;3;4;4;1;36;445
110033;979;1;0;6;2;39;10;5;6;12;13;6;11;1090
110034;408;4;2;8;7;6;5;5;4;7;8;7;8;479
110040;1;0;0;0;0;0;0;0;0;0;0;0;0;1
110050;112;0;5;1;2;1;2;0;4;2;0;1;0;130
110060;5;0;0;0;0;1;0;0;0;0;0;0;0;6
110070;204;1;10;5;9;11;7;6;8;12;11;13;14;311
110080;101;0;2;4;0;4;2;2;7;4;1;2;1;130
110100;1;0;0;3;0;0;1;2;0;1;0;0;69;77
110110;247;0;4;5;3;4;11;7;4;7;7;10;3;312
110130;78;1;1;2;8;2;1;0;6;2;0;0;2;103
110150;0;0;0;0;0;0;0;0;0;0;0;0;2;2
110160;7;0;0;1;0;3;1;1;0;0;1;0;0;14
110170;148;0;0;0;0;0;0;0;0;1;0;0;0;149
119999;12;0;0;0;0;0;0;0;0;0;0;1;0;13
120005;7;0;0;0;0;0;0;0;0;0;0;0;0;7
