Coluna;Mês Desligamento
Município;Não desligado ano;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Total
110002;3087;128;106;118;122;80;113;151;185;139;109;127;150;4615
110003;5;0;0;0;0;1;0;0;0;0;1;1;0;8
110004;3774;174;114;133;144;140;116;120;211;121;160;169;202;5578
110005;466;15;13;12;7;9;13;17;9;0;8;8;16;593
110006;741;38;19;31;28;26;20;34;39;34;17;18;17;1062
110008;305;11;9;11;10;7;7;11;0;7;5;3;7;393
110009;549;20;6;10;15;9;24;11;8;9;17;30;23;731
110010;1277;32;28;31;74;27;37;20;24;30;27;54;22;1683
110011;1515;72;81;88;83;61;49;49;75;46;55;77;115;2366
110012;5782;257;261;257;296;188;257;216;259;214;249;199;582;9017
110013;4;0;0;1;0;0;0;1;0;0;0;0;0;6
110014;7;0;0;0;1;0;0;0;0;0;0;1;0;9
110015;960;42;33;49;41;44;40;58;79;40;59;104;50;1599
110018;1194;66;66;59;64;62;49;52;73;54;50;75;88;1952
110020;72655;907;955;1565;1185;978;839;1081;1063;848;903;997;1099;85075
110025;553;12;15;7;11;29;4;11;8;7;11;16;13;697
110028;647;58;32;44;40;54;37;57;40;23;44;39;34;1149
110029;301;10;6;1;11;2;3;1;6;3;2;2;2;350
110030;3652;231;180;150;202;142;177;158;247;152;158;161;238;5848
110032;267;14;8;22;3;1;2;2;3;1;3;0;0;326
110033;30;1;0;0;1;1;0;0;0;0;1;1;0;35
110034;44;13;2;4;4;3;0;5;0;0;4;0;1;80
119999;170;0;2;1;2;1;0;0;0;1;0;0;1;178
120005;1;0;0;0;0;0;0;0;0;0;0;0;0;1
120010;443;4;5;2;5;2;0;0;1;3;1;1;2;469
120020;1729;37;47;38;25;28;17;14;18;8;13;34;42;2050
120030;14;0;0;0;0;1;0;0;1;0;0;0;0;16
120033;1;0;0;0;0;0;0;0;0;0;0;0;0;1
120034;1;0;0;0;0;0;0;0;0;0;0;0;0;1
120038;201;2;0;1;2;0;0;3;1;0;2;0;10;222
120040;39140;682;609;748;761;496;462;533;847;433;656;621;834;46822
120045;308;2;1;1;3;3;3;2;3;4;2;2;11;345
120050;348;3;1;4;2;3;4;0;0;2;2;2;2;373
120060;670;1;0;2;0;0;0;0;0;1;1;1;1;677
120070;69;3;1;1;0;0;1;1;2;7;0;4;7;96
129999;30;1;2;1;1;0;0;3;7;2;1;1;2;51
130002;1;0;0;0;0;0;0;0;0;0;0;0;0;1
130006;1;0;0;0;0;0;0;0;0;0;0;0;0;1
130008;1;0;0;0;0;0;0;0;0;0;0;0;0;1
130010;245;2;0;0;0;0;0;1;2;0;0;0;0;250
130020;42;0;0;0;0;0;0;0;1;0;0;1;2;46
130030;30;0;0;1;0;0;0;0;0;0;0;0;1;32
130040;16;0;0;0;0;0;0;0;0;0;0;0;0;16
130050;363;1;1;0;2;0;0;1;0;0;1;0;0;369
130060;716;2;6;2;1;6;9;2;7;0;3;3;2;759
130063;3;0;0;0;0;0;0;0;0;0;0;0;3;6
130068;67;0;0;0;0;0;0;0;0;0;0;0;0;67
